DILIrank_ID,Compound_SMILES,DILI_Concern,Simplified_DILI_Concern,DILI-c_MLP_Predicted_Simplified_DILI_Concern,DILI_Severity,Simplified_DILI_Severity,DILI-s_MLP_Predicted_Simplified_DILI_Severity
flurazepam,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
fondaparinux sodium,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](O2)C(=O)[O-])O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COS(=O)(=O)[O-])O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)[O-])O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)[O-])O)O)NS(=O)(=O)[O-])O)O)OS(=O)(=O)[O-])NS(=O)(=O)[O-])O)OS(=O)(=O)[O-])O)NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
fosinopril,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
glibenclamide,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
glimepiride,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
glipizide,CC1=NC=C(N=C1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
haloperidol,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
heparin sodium,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
hydralazine,C1=CC=C2C(=C1)C=NN=C2NN,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
hydrochlorothiazide,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,2,Low-DILI-Severity,Low-DILI-Severity
hydroxychloroquine,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
ifosfamide,C1CN(P(=O)(OC1)NCCCl)CCCl,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
imipramine,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
irinotecan,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)[C@@]5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
isradipine,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
ivermectin,CCC(C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C.C[C@H]1CC[C@]2(C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)O[C@@H]1C(C)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
lansoprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
leuprolide,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Low-DILI-Severity
levetiracetam,CC[C@H](C(=O)N)N1CCCC1=O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
levocetirizine dihydrochloride,C1CN(CCN1CCOCC(=O)O)[C@H](C2=CC=CC=C2)C3=CC=C(C=C3)Cl,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
levothyroxine,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
linezolid,CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
lisinopril,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
loracarbef,C1CC(=C(N2C1C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
losartan,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
mefloquine,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
melphalan,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
memantine,CC12CC3CC(C1)(CC(C3)(C2)N)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
mesalazine,C1=CC(=C(C=C1N)C(=O)O)O,vLess-DILI-Concern,Low-DILI-Concern,High-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
metaxalone,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
methazolamide,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
methylphenidate,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
methylprednisolone,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
metoclopramide,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
metoprolol,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
montelukast,CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
moxifloxacin,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
mycophenolate mofetil,CC1=C(C(=C(C2=C1COC2=O)O)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)OC,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
nelarabine,COC1=NC(=NC2=C1N=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
nelfinavir,CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC2=CC=CC=C2)[C@@H](CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
nizatidine,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CSC(=N1)CN(C)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
olanzapine,CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
olsalazine,C1=CC(=C(C=C1N/N=C\2/C=CC(=O)C(=C2)C(=O)O)C(=O)O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
omeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
ondansetron,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
paclitaxel,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
pantoprazole,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
paroxetine,C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
pegaspargase,CC1=CC(=C(C=C1)C(=O)C(=C)CN(C)C)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
penicillin g,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
phenelzine,C1=CC=C(C=C1)CCNN,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
prednisolone,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
prednisone,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
procainamide,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
prochlorperazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,2,Low-DILI-Severity,Moderate-High-DILI-Severity
progesterone,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,2,Low-DILI-Severity,Low-DILI-Severity
promethazine,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
propafenone,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
propofol,CC(C)C1=C(C(=CC=C1)C(C)C)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
propoxyphene,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
quinapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
quinidine,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
rabeprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
ramipril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
ranitidine,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
remifentanil,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Low-DILI-Severity
repaglinide,CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
rifabutin,C[C@H]1/C=C/C=C(\C(=O)NC2=C3C(=NC4(N3)CCN(CC4)CC(C)C)C5=C6C(=C(C(=C5C2=O)O)C)O[C@@](C6=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)/C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
risperidone,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
rivastigmine,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
ropinirole,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
sertraline,CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
sibutramine,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
sildenafil,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
sirolimus,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)CC4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
sitagliptin,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,2,Low-DILI-Severity,Low-DILI-Severity
sulfadiazine,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
tacrolimus,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](C=C(C1)C)CC=C)O)C)C(=C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)O)C)OC)OC,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
telmisartan,CCCC1=NC2=C(C=C(C=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C5=NC6=CC=CC=C6N5C)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
temozolomide,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
terbutaline,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Low-DILI-Severity
thalidomide,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
thioridazine,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
tinidazole,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
tolazamide,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,2,Low-DILI-Severity,Low-DILI-Severity
tolmetin,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,vLess-DILI-Concern,Low-DILI-Concern,High-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
topiramate,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
trandolapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCCC[C@@H]3C[C@H]2C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
tranylcypromine,C1[C@H](C1C2=CC=CC=C2)N,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
trazodone,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
triamterene,C1=CC=C(C=C1)C2=NC3=C(N=C2N)N=C(N=C3N)N,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
trimethoprim,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,4,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
triptorelin pamoate,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Low-DILI-Severity
valaciclovir,CC(C)[C@@H](C(=O)OCCOCN1C=NC2=C1NC(=NC2=O)N)N,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
valsartan,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
varenicline,C1[C@@H]2CNC[C@H]1C3=CC4=NC=CN=C4C=C23,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,2,Low-DILI-Severity,Moderate-High-DILI-Severity
venlafaxine,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,7,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
vincristine,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,8,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
warfarin,CC(=O)CC(C1=CC=CC=C1)C2=C(OC3=CC=CC=C3C2=O)O,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,5,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
ziprasidone,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,vLess-DILI-Concern,Low-DILI-Concern,Low-DILI-Concern,3,Moderate-High-DILI-Severity,Moderate-High-DILI-Severity
