DB_ID,SMILES_Representation
DB00950,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
DB00951,NNC(=O)c1ccncc1
DB00952,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1
DB00953,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
DB00954,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O
DB00955,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O
DB00956,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314
DB00957,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC
DB00958,N[Pt]1(N)OC(=O)C2(CCC2)C(=O)O1
DB00959,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12
DB00960,CC(C)NCC(O)COc1cccc2[nH]ccc12
DB00961,Cc1cccc(C)c1NC(=O)C1CCCCN1C
DB00962,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1
DB00963,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1
DB00964,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1
DB00966,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
DB00967,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
DB00968,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O
DB00969,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O
DB00970,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O
DB00972,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1
DB00973,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1
DB00974,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
DB00975,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
DB00976,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C
DB00977,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
DB00978,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21
DB00979,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1
DB00980,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3
DB00981,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
DB00982,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
DB00983,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1
DB00985,C[NH+](C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[n-]c(Cl)nc2n(C)c1=O
DB00986,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1
DB00987,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
DB00988,NCCc1ccc(O)c(O)c1
DB00989,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1
DB00990,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12
DB00991,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
DB00992,COC(=O)CCC(=O)CN
DB00993,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12
DB00996,NCC1(CC(=O)O)CCCCC1
DB00997,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
DB00998,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1
DB00999,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
DB01000,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O
DB01001,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
DB01002,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
DB01004,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1
DB01005,NC(=O)NO
DB01006,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
DB01007,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1
DB01008,CS(=O)(=O)OCCCCOS(C)(=O)=O
DB01009,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
DB01010,CC[N+](C)(C)c1cccc(O)c1
DB01011,CC(C)(C(=O)c1cccnc1)c1cccnc1
DB01012,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12
DB01013,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
DB01014,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1
DB01015,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
DB01016,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
DB01017,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O
DB01018,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl
DB01019,CC(C[N+](C)(C)C)OC(N)=O
DB01020,O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12
DB01021,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
DB01022,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O
DB01023,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
DB01024,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2
DB01026,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
DB01028,COC(F)(F)C(Cl)Cl
DB01029,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
DB01030,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
DB01032,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1
DB01033,S=c1nc[nH]c2nc[nH]c12
DB01034,C/C=C/C/C=C/CCC(=O)[C@H]1O[C@H]1C(N)=O
DB01035,CCN(CC)CCNC(=O)c1ccc(N)cc1
DB01036,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1
DB01037,C#CCN(C)[C@H](C)Cc1ccccc1
DB01039,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
DB01041,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
DB01042,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
DB01043,CC12CC3CC(C)(C1)CC(N)(C3)C2
DB01044,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
DB01045,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
DB01046,CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1
DB01047,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
DB01048,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1
DB01050,CC(C)Cc1ccc(C(C)C(=O)O)cc1
DB01051,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C
DB01053,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O
DB01054,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
DB01057,CCOP(=O)(OCC)SCC[N+](C)(C)C
DB01058,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
DB01059,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
DB01060,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O
DB01061,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O
DB01062,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
DB01063,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2
DB01064,CC(C)NCC(O)c1ccc(O)c(O)c1
DB01065,COc1ccc2[nH]cc(CCNC(C)=O)c2c1
DB01066,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1
DB01067,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
DB01068,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
DB01069,CC(CN1c2ccccc2Sc2ccccc21)N(C)C
DB01070,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@@]21C
DB01071,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2
DB01072,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
DB01073,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
DB01074,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1
DB01075,CN(C)CCOC(c1ccccc1)c1ccccc1
DB01076,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O
DB01077,CC(O)(P(=O)(O)O)P(=O)(O)O
DB01078,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@]4(C)[C@H]5C[C@@H](O)[C@]6(C)[C@@H](C7=CC(=O)OC7)CC[C@]6(O)[C@@H]5CC[C@@H]4C3)O[C@@H]2C)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](C)O1
DB01080,C=CC(N)CCC(=O)O
DB01081,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1
DB01082,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O
DB01083,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
DB01084,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21
DB01085,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C
DB01086,CCOC(=O)c1ccc(N)cc1
DB01087,COc1cc(NC(C)CCCN)c2ncccc2c1
DB01088,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O
DB01089,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
DB01090,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1
DB01091,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12
DB01092,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O
DB01093,CS(C)=O
DB01094,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O
DB01095,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
DB01096,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1
DB01097,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
DB01098,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O
DB01099,Nc1[nH]c(=O)ncc1F
DB01100,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
DB01101,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F
DB01102,Oc1ccc(CCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1
DB01103,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12
DB01104,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
DB01105,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1
DB01106,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1
DB01107,CCC1(CC)C(=O)NCC(C)C1=O
DB01108,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O
DB01110,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
DB01111,CCC(C)CCCCC(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC(C(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCNCS(=O)(=O)[O-])NC1=O)C(C)O
DB01112,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1
DB01113,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
DB01114,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1
DB01115,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
DB01116,O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1
DB01117,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21
DB01118,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
DB01119,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1
DB01120,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1
DB01121,NC(=O)NC(=O)Cc1ccccc1
DB01122,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl
DB01124,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
DB01126,C[C@]12CC[C@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)Nc1cc(C(F)(F)F)ccc1C(F)(F)F
DB01127,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
DB01128,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
DB01129,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C
DB01130,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB01131,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1
DB01132,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
DB01133,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O
DB01135,COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC
DB01136,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
DB01137,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
DB01138,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
DB01139,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1
DB01140,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1
DB01141,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1
DB01142,CN(C)CCC=C1c2ccccc2COc2ccccc21
DB01143,NCCCNCCSP(=O)(O)O
DB01144,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1
DB01147,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
DB01149,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
DB01150,CC=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1
DB01151,CNCCCN1c2ccccc2CCc2ccccc21
DB01153,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1
DB01154,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O
DB01155,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN
DB01156,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
DB01157,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC
DB01158,CC[N+](C)(C)Cc1ccccc1Br
DB01159,FC(F)(F)C(Cl)Br
DB01160,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O.NC(CO)(CO)CO
DB01161,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl
DB01162,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC
DB01164,[Ca+2].[Cl-].[Cl-]
DB01165,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
DB01166,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1
DB01167,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
DB01168,CNNCc1ccc(C(=O)NC(C)C)cc1
DB01169,O=[As]O[As]=O
DB01170,NC(N)=NCCN1CCCCCCC1
DB01171,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
DB01172,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
DB01173,Cc1ccccc1C(OCCN(C)C)c1ccccc1
DB01174,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
DB01175,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
DB01176,CN1CCN(C(c2ccccc2)c2ccccc2)CC1
DB01177,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O
DB01178,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1
DB01179,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
DB01180,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)C=Cc2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
DB01181,O=P1(NCCCl)OCCCN1CCCl
DB01182,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
DB01183,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
DB01184,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
DB01185,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
DB01186,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
DB01188,Cc1cc(C2CCCCC2)n(O)c(=O)c1
DB01189,FC(F)OC(F)C(F)(F)F
DB01190,CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1
DB01191,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1
DB01192,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
DB01193,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1
DB01194,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
DB01195,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
DB01196,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
DB01197,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O
DB01198,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
DB01199,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C
DB01200,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
DB01201,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
DB01202,CC[C@@H](C(N)=O)N1CCCC1=O
DB01203,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2
DB01204,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
DB01205,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2
DB01206,O=NN(CCCl)C(=O)NC1CCCCC1
DB01207,O=C(O)CCCCO/N=C(/c1cccnc1)c1cccc(C(F)(F)F)c1
DB01208,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1
DB01209,C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N
DB01210,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O
DB01211,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
DB01212,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1
DB01213,Cc1cn[nH]c1
DB01214,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C
DB01215,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2
DB01216,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
DB01217,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
DB01218,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12
DB01219,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1
